20190204_1458
Trial Settings	AS	CO	NP
Trial Number	1
Language of Task (English = 1, French = 2)	1	Target Set	1
Time Target is Shown	3	Median Time Between (with 1 Second Variation above and Below)	3

Frametime	Application Time (s)	Right Treadmill Speed (m/s)	Left Treadmill Speed (m/s)	Right Treadmill Distance (m)	Left Treadmill Distance (m)	Left Toe PosX	Left Toe PosY	Left Toe PosZ	Right Toe PosX	Right Toe PosY	Right Toe PosZ	Platform TransX	Platform TransY	Platform TransZ	Platform RotX	Platform RotY	Platform RotZ	Trip Timer	Slip Speed Setting	Trip Speed Setting	Left Trip Count	Right Trip Count	Left Slip Count	Right Slip Count	Start Trip Count	End Trip Count	Cognitive Task Active (1)	Target Count	Target Showing (1)	Target Number in Set	Target Angle	Target Word	TargText	Goal ON Time	On Timer	Goal Off Time	Off Timer	Target PosX	Target PosZ	Target RotY	
6778.4219609752	0.040181596527873	0	0	0	0	-0.13193283975124	0.05084290727973	0.13179659843445	0.13606582581997	0.13606582581997	0.051706343889236	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.4325829534	0.050803574732527	0	0	0	0	-0.13190548121929	0.050833389163017	0.1318176984787	0.13611909747124	0.13611909747124	0.051713164895773	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.4428579939	0.061078615211045	0	0	0	0	-0.13193756341934	0.050823971629143	0.13181349635124	0.13612669706345	0.13612669706345	0.051727499812841	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.4561913272	0.074411948543457	0	0	0	0	-0.13195736706257	0.050827790051699	0.13178651034832	0.1361008733511	0.1361008733511	0.051697622984648	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.4695246606	0.087745281875868	0	0	0	0	-0.13197620213032	0.050811376422644	0.13180500268936	0.13609427213669	0.13609427213669	0.051702365279198	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.4821833464	0.10040396771637	0	0	0	0	-0.13196833431721	0.05081819370389	0.13179191946983	0.13609401881695	0.13609401881695	0.051713321357965	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.4955166797	0.11373730104879	0	0	0	0	-0.13192208111286	0.05080483853817	0.13178282976151	0.13610282540321	0.13610282540321	0.051684584468603	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.5088500131	0.1270706343812	0	0	0	0	-0.13195033371449	0.050829492509365	0.13179942965508	0.13609479367733	0.13609479367733	0.051738619804382	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.5221833464	0.14040396771361	0	0	0	0	-0.13193948566914	0.050857838243246	0.13180755078793	0.13629208505154	0.13629208505154	0.051667813211679	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6778.5355166797	0.15373730104602	0	0	0	0	-0.13198217749596	0.050822369754314	0.13178624212742	0.13610233366489	0.13610233366489	0.051738388836384	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
