20190226_1611
Trial Settings	AS	CO	NP
Trial Number	1
Language of Task (English = 1, French = 2)	2	Target Set	1
Time Target is Shown	3	Median Time Between (with 1 Second Variation above and Below)	3

Frametime	Application Time (s)	Right Treadmill Speed (m/s)	Left Treadmill Speed (m/s)	Right Treadmill Distance (m)	Left Treadmill Distance (m)	Left Toe PosX	Left Toe PosY	Left Toe PosZ	Right Toe PosX	Right Toe PosY	Right Toe PosZ	Platform TransX	Platform TransY	Platform TransZ	Platform RotX	Platform RotY	Platform RotZ	Trip Timer	Slip Speed Setting	Trip Speed Setting	Left Trip Count	Right Trip Count	Left Slip Count	Right Slip Count	Start Trip Count	End Trip Count	Cognitive Task Active (1)	Target Count	Target Showing (1)	Target Number in Set	Target Angle	Target Word	TargText	Goal ON Time	On Timer	Goal Off Time	Off Timer	Target PosX	Target PosZ	Target RotY	
23620.033780907	0.01919340722452	0	0	0	0	-0.20472693443298	0.050022222101688	-0.060072861611843	0.12038075178862	0.12038075178862	0.046333767473698	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.044551529	0.029964029123221	0	0	0	0	-0.20472106337547	0.050046063959599	-0.060085035860538	0.12042844295502	0.12042844295502	0.046328037977219	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.054551529	0.039964029125258	0	0	0	0	-0.20471511781216	0.050069760531187	-0.060062557458878	0.12040346115828	0.12040346115828	0.046291213482618	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.068142506	0.053555005997623	0	0	0	0	-0.20470649003983	0.050086781382561	-0.060099434107542	0.12042160332203	0.12042160332203	0.046232376247644	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.080299343	0.065711843079043	0	0	0	0	-0.20468850433826	0.050094503909349	-0.060102041810751	0.12043216079473	0.12043216079473	0.046218786388636	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.090692141	0.076104641342681	0	0	0	0	-0.20470826327801	0.050083551555872	-0.060065995901823	0.12041594088078	0.12041594088078	0.046200893819332	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.100741871	0.086154371208977	0	0	0	0	-0.20468528568745	0.050102315843105	-0.060106199234724	0.12041045725346	0.12041045725346	0.046184524893761	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.115156262	0.10056876176895	0	0	0	0	-0.20465110242367	0.050105679780245	-0.060102123767138	0.12041806429625	0.12041806429625	0.04618326947093	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.125843094	0.1112555935797	0	0	0	0	-0.20464582741261	0.050110332667828	-0.060097351670265	0.12046839296818	0.12046839296818	0.046145729720592	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23620.136293961	0.12170646100276	0	0	0	0	-0.20463393628597	0.050126202404499	-0.060132950544357	0.12054241448641	0.12054241448641	0.046026270836592	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
