20190430_1049
Trial Settings	AS	CO	NP
Trial Number	1
Language of Task (English = 1, French = 2)	1	Target Set	1
Time Target is Shown	3	Median Time Between (with 1 Second Variation above and Below)	3

Frametime	Application Time (s)	Right Treadmill Speed (m/s)	Left Treadmill Speed (m/s)	Right Treadmill Distance (m)	Left Treadmill Distance (m)	Left Toe PosX	Left Toe PosY	Left Toe PosZ	Right Toe PosX	Right Toe PosY	Right Toe PosZ	Platform TransX	Platform TransY	Platform TransZ	Platform RotX	Platform RotY	Platform RotZ	Trip Timer	Slip Speed Setting	Trip Speed Setting	Left Trip Count	Right Trip Count	Left Slip Count	Right Slip Count	Start Trip Count	End Trip Count	Cognitive Task Active (1)	Target Count	Target Showing (1)	Target Number in Set	Target Angle	Target Word	TargText	Goal ON Time	On Timer	Goal Off Time	Off Timer	Target PosX	Target PosZ	Target RotY	
5765.056142798	0.0239143764029	0	0	0	0	-0.14988134801388	0.047872941941023	-0.13829101622105	0.095041446387768	0.095041446387768	0.045563358813524	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.0710159849	0.038787563325968	0	0	0	0	-0.14984567463398	0.047889906913042	-0.1383239030838	0.095011524856091	0.095011524856091	0.045534189790487	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.0843493183	0.05212089665838	0	0	0	0	-0.14981135725975	0.047870632261038	-0.13833451271057	0.095067664980888	0.095067664980888	0.045540530234575	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.0976826516	0.065454229990792	0	0	0	0	-0.14976201951504	0.047860935330391	-0.13837836682796	0.095062427222729	0.095062427222729	0.045535452663898	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.1092869327	0.077058511092218	0	0	0	0	-0.14978124201298	0.047870382666588	-0.13837489485741	0.095050744712353	0.095050744712353	0.045544154942036	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.122620266	0.09039184442463	0	0	0	0	-0.14979487657547	0.047861855477095	-0.13832202553749	0.095055907964706	0.095055907964706	0.045538570731878	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.133501242	0.10127282041867	0	0	0	0	-0.14977149665356	0.047864064574242	-0.13833901286125	0.095045477151871	0.095045477151871	0.04554507881403	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.1442334771	0.11200505551551	0	0	0	0	-0.14982476830482	0.047915518283844	-0.13833452761173	0.095040179789066	0.095040179789066	0.04552635923028	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.1575668104	0.12533838884792	0	0	0	0	-0.14976182579994	0.047883216291666	-0.1383515894413	0.095063172280788	0.095063172280788	0.045519541949034	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.1688829489	0.13665452733767	0	0	0	0	-0.14982514083385	0.047955855727196	-0.13834866881371	0.095084458589554	0.095084458589554	0.045535124838352	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.1822162823	0.14998786067008	0	0	0	0	-0.14978730678558	0.047948319464922	-0.13834708929062	0.095033884048462	0.095033884048462	0.045527216047049	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.1922482834	0.16001986180709	0	0	0	0	-0.14985565841198	0.047963727265596	-0.13831329345703	0.095044188201427	0.095044188201427	0.04552461579442	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2036586923	0.1714302706614	0	0	0	0	-0.14973989129066	0.047916747629642	-0.13838501274586	0.095007501542568	0.095007501542568	0.045548807829618	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2179666702	0.1857382486005	0	0	0	0	-0.14975084364414	0.047955956310034	-0.13833294808865	0.094907887279987	0.094907887279987	0.045537762343884	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2294320711	0.19720364950354	0	0	0	0	-0.14975088834763	0.047843266278505	-0.13843557238579	0.095022231340408	0.095022231340408	0.045525394380093	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2427654044	0.21053698283595	0	0	0	0	-0.14977446198463	0.04788139835	-0.13843466341496	0.095049448311329	0.095049448311329	0.045555181801319	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2572983411	0.22506991949558	0	0	0	0	-0.14968964457512	0.047809161245823	-0.1384365260601	0.095004044473171	0.095004044473171	0.045540802180767	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2706316744	0.23840325282799	0	0	0	0	-0.14984630048275	0.047989811748266	-0.13832393288612	0.095012195408344	0.095012195408344	0.045541394501925	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2834354104	0.25120698882256	0	0	0	0	-0.14972546696663	0.047904770821333	-0.13838542997837	0.09498518705368	0.09498518705368	0.045533012598753	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.2954347974	0.2632063758374	0	0	0	0	-0.14972119033337	0.04791160300374	-0.13832089304924	0.095001012086868	0.095001012086868	0.045554663985968	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.3087681308	0.27653970916981	0	0	0	0	-0.14972963929176	0.04793805629015	-0.13837842643261	0.094956181943417	0.094956181943417	0.045531332492828	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.32016835	0.28793992836927	0	0	0	0	-0.14974218606949	0.047986704856157	-0.13834118843079	0.095035865902901	0.095035865902901	0.045576214790344	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5765.332810612	0.30058219040893	0	0	0	0	-0.14966540038586	0.04795191809535	-0.13836571574211	0.095014587044716	0.095014587044716	0.045570865273476	0	4.6253205709945e-009	-0	0	-0	-0	0.75	1.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
